IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point
22601;Jenny;Eriksson;SWE;751;928;1;928.0
3368;Malin;Leijon Lind;SWE;753;925;1;925.0
4167;Inger Liv;Bjerkreim Nilsen;NOR;754;924;1;924.0
6408;Evelina;Wickbom;SWE;754;924;1;924.0
32593;Emma Louise;Arnesen;NOR;754;924;1;924.0
4060;Sonja;Morsky;FIN;757;920;1;920.0
1117;Laura;Goy;GBR;758;919;1;919.0
3442;Marjo;Liikanen;FIN;759;917;1;917.0
22035;Helen;Pruzina;GBR;759;917;2;458.5
28823;Olga;Elizarova;RUS;761;916;1;916.0
34270;Veronika;Ivanova;RUS;762;914;1;914.0
740;Kim;Baxter;GBR;763;913;1;913.0
25707;Caroline;Sandbo;USA;763;913;2;456.5
20820;Pavla;Horova;CZE;765;912;3;304.0
6084;Anna;Ulvensoen;NOR;766;910;1;910.0
6309;Sari;Vaaranen;FIN;766;910;1;910.0
28546;Alina;Palcau;FRA;766;910;1;910.0
20564;Carol;Walker;CAN;769;906;1;906.0
33713;Hin Cheung;Lo;HKG;769;906;1;906.0
37076;Matilda;Eriksson;SWE;771;905;1;905.0
27638;Yulya;Yakusheva;RUS;772;903;1;903.0
33113;Martina;Valisova;CZE;773;902;1;902.0
1285;Agnese;Dzerve;LAT;774;900;1;900.0
776;Lucy;Butt;GBR;775;898;1;898.0
28456;Mia;Bekhus;NOR;775;898;1;898.0
24156;Veronika;Kalinina;RUS;777;896;1;896.0
25014;Inmaculada;Crespo;ESP;777;896;1;896.0
867;Noemi;Cerny;SUI;779;895;1;895.0
3989;Mariana;Moreira;POR;779;895;1;895.0
928;Lai Kuen Mona;Cheung;HKG;781;894;4;223.5
